Country or Area,Year,Quantity
Jamaica,2009,749.5696
Jamaica,2008,770.2403
Jamaica,2007,670.8
Jamaica,2006,595.5
Jamaica,2005,268
Jamaica,2004,370
Jamaica,2003,495
Jamaica,2002,591
Jamaica,2001,435
Jamaica,2000,529
Jamaica,1999,269
Jamaica,1998,378
Jamaica,1997,509
Jamaica,1996,495
Jamaica,1995,482
Jamaica,1994,469
Jamaica,1993,344
Jamaica,1992,650
Jamaica,1991,444
Jamaica,1990,572
Japan,2014,18119
Japan,2013,20393
Japan,2012,24969
Japan,2011,23126
Japan,2010,21414
Japan,2009,22076
Japan,2008,26868
Japan,2007,29545
Japan,2006,28536
Japan,2005,31649
Japan,2004,30985
Japan,2003,34028
Japan,2002,32943
Japan,2001,31324
Japan,2000,35782
Japan,1999,36335
Japan,1998,39376
Japan,1997,41378
Japan,1996,39880
Japan,1995,43143
Japan,1994,46495
Japan,1993,43312
Japan,1992,43570
Japan,1991,40910
Japan,1990,40315
Jordan,2014,811.8
Jordan,2013,899.7
Jordan,2012,998.8
Jordan,2011,868.2
Jordan,2010,1080.4
Jordan,2009,919.5
Jordan,2008,1002.4
Jordan,2007,1204.8
Jordan,2006,1318.4
Jordan,2005,1388.3
Jordan,2004,1516
Jordan,2003,1251
Jordan,2002,1289
Jordan,2001,1383
Jordan,2000,1496
Jordan,1999,1237
Jordan,1998,1253
Jordan,1997,1199
Jordan,1996,1020
Jordan,1995,995
Jordan,1994,901
Jordan,1993,962
Jordan,1992,901
Jordan,1991,590
Jordan,1990,772
Kazakhstan,2014,3877
Kazakhstan,2013,3734
Kazakhstan,2012,3936
Kazakhstan,2011,4277
Kazakhstan,2010,3806
Kazakhstan,2009,3261
Kazakhstan,2008,3204
Kazakhstan,2007,2584
Kazakhstan,2006,3333
Kazakhstan,2005,3874
Kazakhstan,2004,2708
Kazakhstan,2003,2584
Kazakhstan,2002,2797
Kazakhstan,2001,2737
Kazakhstan,2000,2391
Kazakhstan,1999,2318
Kazakhstan,1998,3052
Kazakhstan,1997,3000
Kazakhstan,1996,3146
Kazakhstan,1995,3272
Kazakhstan,1994,4200
Kazakhstan,1993,5263
Kazakhstan,1992,5846
Kenya,2014,0
Kenya,2013,184
Kenya,2012,300
Kenya,2011,520
Kenya,2010,450
Kenya,2009,498
Kenya,2008,515
Kenya,2007,534.2
Kenya,2006,596
Kenya,2005,549
Kenya,2004,620
Kenya,2003,524
Kenya,2002,533
Kenya,2001,535
Kenya,2000,616
Kenya,1999,507
Kenya,1998,499
Kenya,1997,498
Kenya,1996,513
Kenya,1995,527
Kenya,1994,630
Kenya,1993,664
Kenya,1992,671
Kenya,1991,648
Kenya,1990,670
"Korea, Dem.Ppl's.Rep.",2014,109
"Korea, Dem.Ppl's.Rep.",2013,119
"Korea, Dem.Ppl's.Rep.",2012,108
"Korea, Dem.Ppl's.Rep.",2011,108
"Korea, Dem.Ppl's.Rep.",2010,108
"Korea, Dem.Ppl's.Rep.",2009,106
"Korea, Dem.Ppl's.Rep.",2008,92
"Korea, Dem.Ppl's.Rep.",2007,90
"Korea, Dem.Ppl's.Rep.",2006,75
"Korea, Dem.Ppl's.Rep.",2005,98
"Korea, Dem.Ppl's.Rep.",2004,117
"Korea, Dem.Ppl's.Rep.",2003,116
"Korea, Dem.Ppl's.Rep.",2002,119
"Korea, Dem.Ppl's.Rep.",2001,119
"Korea, Dem.Ppl's.Rep.",2000,80
"Korea, Dem.Ppl's.Rep.",1999,65
"Korea, Dem.Ppl's.Rep.",1998,104
"Korea, Dem.Ppl's.Rep.",1997,104
"Korea, Dem.Ppl's.Rep.",1996,192
"Korea, Dem.Ppl's.Rep.",1995,226
"Korea, Dem.Ppl's.Rep.",1994,184
"Korea, Dem.Ppl's.Rep.",1993,277
"Korea, Dem.Ppl's.Rep.",1992,302
"Korea, Dem.Ppl's.Rep.",1991,377
"Korea, Dem.Ppl's.Rep.",1990,431
"Korea, Republic of",2014,8133
"Korea, Republic of",2013,11801
"Korea, Republic of",2012,15282
"Korea, Republic of",2011,18496
"Korea, Republic of",2010,19002
"Korea, Republic of",2009,18470
"Korea, Republic of",2008,22370
"Korea, Republic of",2007,27363
"Korea, Republic of",2006,30793
"Korea, Republic of",2005,31305
"Korea, Republic of",2004,29912
"Korea, Republic of",2003,30095
"Korea, Republic of",2002,27833
"Korea, Republic of",2001,33349
"Korea, Republic of",2000,33967
"Korea, Republic of",1999,35542
"Korea, Republic of",1998,31077
"Korea, Republic of",1997,35112
"Korea, Republic of",1996,33392
"Korea, Republic of",1995,32741
"Korea, Republic of",1994,30759
"Korea, Republic of",1993,29596
"Korea, Republic of",1992,28067
"Korea, Republic of",1991,23169
"Korea, Republic of",1990,15982
Kuwait,2014,10204
Kuwait,2013,10207
Kuwait,2012,10825
Kuwait,2011,9766
Kuwait,2010,10880
Kuwait,2009,10159
Kuwait,2008,11301
Kuwait,2007,11559
Kuwait,2006,11951
Kuwait,2005,9166
Kuwait,2004,9760
Kuwait,2003,9800
Kuwait,2002,7491
Kuwait,2001,6083
Kuwait,2000,8644
Kuwait,1999,11050
Kuwait,1998,10749
Kuwait,1997,11623
Kuwait,1996,9640
Kuwait,1995,10115
Kuwait,1994,9511
Kuwait,1993,6703
Kuwait,1992,9342
Kuwait,1991,1527
Kuwait,1990,7011
Kyrgyzstan,2014,51
Kyrgyzstan,2013,41
Kyrgyzstan,2012,39
Kyrgyzstan,2011,46
Kyrgyzstan,2010,43.8
Kyrgyzstan,2009,39
Kyrgyzstan,2008,59
Kyrgyzstan,2007,56
Kyrgyzstan,2006,41.7
Kyrgyzstan,2005,42
Kyrgyzstan,2004,42
Kyrgyzstan,2003,39.9
Kyrgyzstan,2002,43
Kyrgyzstan,2001,40
Kyrgyzstan,2000,37
Kyrgyzstan,1999,48
Kyrgyzstan,1998,41
Kyrgyzstan,1997,38
Kyrgyzstan,1996,4
Lebanon,1992,156
Lebanon,1991,283
Lebanon,1990,226
Liberia,1990,0
Libya,2014,1655
Libya,2013,3973
Libya,2012,2895
Libya,2011,2056
Libya,2010,6584
Libya,2009,6294
Libya,2008,6410
Libya,2007,5322
Libya,2006,6633
Libya,2005,4443
Libya,2004,4597
Libya,2003,4556
Libya,2002,4659
Libya,2001,4731
Libya,2000,4666
Libya,1999,4905
Libya,1998,4707
Libya,1997,5422
Libya,1996,5172
Libya,1995,4731
Libya,1994,4636
Libya,1993,3990
Libya,1992,4190
Libya,1991,4200
Libya,1990,4100
Lithuania,2014,1475
Lithuania,2013,1833
Lithuania,2012,1709
Lithuania,2011,1760
Lithuania,2010,1741
Lithuania,2009,1660
Lithuania,2008,1955
Lithuania,2007,1381
Lithuania,2006,1938
Lithuania,2005,1799
Lithuania,2004,1673
Lithuania,2003,1381
Lithuania,2002,1229
Lithuania,2001,1161
Lithuania,2000,798
Lithuania,1999,867
Lithuania,1998,1515
Lithuania,1997,1374
Lithuania,1996,943
Lithuania,1995,831
Lithuania,1994,1375
Lithuania,1993,1798
Lithuania,1992,1533
Madagascar,2004,121.567901
Madagascar,2003,151.6505
Madagascar,2002,47.848053
Madagascar,2001,87.288699
Madagascar,2000,182.386515
Madagascar,1999,78
Madagascar,1998,76
Madagascar,1997,74
Madagascar,1996,74
Madagascar,1995,73
Madagascar,1994,73
Madagascar,1993,72
Madagascar,1992,70
Madagascar,1991,67
Madagascar,1990,65
Malaysia,2014,2359
Malaysia,2013,1297
Malaysia,2012,1621
Malaysia,2011,576
Malaysia,2010,330
Malaysia,2009,1181.953
Malaysia,2008,2010
Malaysia,2007,2006
Malaysia,2006,1992
Malaysia,2005,1791.58
Malaysia,2004,1827.87
Malaysia,2003,1777
Malaysia,2002,2351
Malaysia,2001,2288
Malaysia,2000,2553
Malaysia,1999,2624
Malaysia,1998,3259
Malaysia,1997,3153
Malaysia,1996,2794
Malaysia,1995,2307
Malaysia,1994,2887
Malaysia,1993,2375
Malaysia,1992,2110
Malaysia,1991,2655
Malaysia,1990,3241
Martinique,2014,430
Martinique,2013,406
Martinique,2012,397
Martinique,2011,388.5
Martinique,2010,367
Martinique,2009,351
Martinique,2008,344
Martinique,2007,350
Martinique,2006,317
Martinique,2005,313
Martinique,2004,326
Martinique,2003,300
Martinique,2002,300
Martinique,2001,280
Martinique,2000,278
Martinique,1999,278
Martinique,1998,275
Martinique,1997,275
Martinique,1996,275
Martinique,1995,273
Martinique,1994,272
Martinique,1993,285
Martinique,1992,282
Martinique,1991,280
Martinique,1990,277
Mauritania,1997,65.89
Mauritania,1996,60.46
Mauritania,1995,55.02
Mauritania,1994,54.48
Mauritania,1993,53.93
Mauritania,1992,53.39
Mauritania,1991,52.85
Mauritania,1990,54.3
Mexico,2014,14742
Mexico,2013,15287
Mexico,2012,15594
Mexico,2011,17486
Mexico,2010,18326
Mexico,2009,17982
Mexico,2008,16465
Mexico,2007,17147
Mexico,2006,18520
Mexico,2005,19991
Mexico,2004,21023
Mexico,2003,22581
Mexico,2002,25599
Mexico,2001,24814
Mexico,2000,24116
Mexico,1999,24346
Mexico,1998,25362
Mexico,1997,24243
Mexico,1996,24056
Mexico,1995,23695
Mexico,1994,24004
Mexico,1993,24909
Mexico,1992,23781
Mexico,1991,23553
Mexico,1990,24744
Morocco,2014,1656
Morocco,2013,2185
Morocco,2012,2118
Morocco,2011,2441
Morocco,2010,1586
Morocco,2009,1492
Morocco,2008,1880
Morocco,2007,2269
Morocco,2006,2265
Morocco,2005,2545
Morocco,2004,2264
Morocco,2003,1747
Morocco,2002,1999
Morocco,2001,2401
Morocco,2000,2365
Morocco,1999,2508
Morocco,1998,1918
Morocco,1997,1711
Morocco,1996,1755
Morocco,1995,2331
Morocco,1994,2540
Morocco,1993,2459
Morocco,1992,2143
Morocco,1991,2027
Morocco,1990,2046
Myanmar,2014,60.74
Myanmar,2013,54.61
Myanmar,2012,65.42
Myanmar,2011,70.94
Myanmar,2010,64.43
Myanmar,2009,76.47
Myanmar,2008,91.25
Myanmar,2007,84.55
Myanmar,2006,88.91
Myanmar,2005,90.99
Myanmar,2004,49
Myanmar,2003,67
Myanmar,2002,102
Myanmar,2001,114
Myanmar,2000,135
Myanmar,1999,116
Myanmar,1998,101
Myanmar,1997,103
Myanmar,1996,98
Myanmar,1995,110
Myanmar,1994,96
Myanmar,1993,139
Myanmar,1992,144
Myanmar,1991,136
Myanmar,1990,115
Neth. Antilles (former),2011,2974
Neth. Antilles (former),2010,1518
Neth. Antilles (former),2009,4038
Neth. Antilles (former),2008,3960
Neth. Antilles (former),2007,4056
Neth. Antilles (former),2006,3487
Neth. Antilles (former),2005,3647
Neth. Antilles (former),2004,3190
Neth. Antilles (former),2003,3313
Neth. Antilles (former),2002,3713
Neth. Antilles (former),2001,4431
Neth. Antilles (former),2000,3533
Neth. Antilles (former),1999,4004
Neth. Antilles (former),1998,5218
Neth. Antilles (former),1997,5112
Neth. Antilles (former),1996,5013
Neth. Antilles (former),1995,5010
Neth. Antilles (former),1994,5008
Neth. Antilles (former),1993,5005
Neth. Antilles (former),1992,4700
Neth. Antilles (former),1991,4500
Neth. Antilles (former),1990,4800
Netherlands,2014,8501
Netherlands,2013,8443
Netherlands,2012,8726
Netherlands,2011,8512
Netherlands,2010,9635
Netherlands,2009,8494
Netherlands,2008,8647
Netherlands,2007,9537
Netherlands,2006,10096
Netherlands,2005,9876
Netherlands,2004,11240
Netherlands,2003,10212
Netherlands,2002,10403
Netherlands,2001,9388
Netherlands,2000,10305
Netherlands,1999,10291
Netherlands,1998,13751
Netherlands,1997,12245
Netherlands,1996,12457
Netherlands,1995,12137
Netherlands,1994,12638
Netherlands,1993,14886
Netherlands,1992,14747
Netherlands,1991,13800
Netherlands,1990,12704
New Zealand,2014,512
New Zealand,2013,553
New Zealand,2012,562
New Zealand,2011,594
New Zealand,2010,380
New Zealand,2009,558
New Zealand,2008,509
New Zealand,2007,400
New Zealand,2006,381
New Zealand,2005,461
New Zealand,2004,382
New Zealand,2003,382
New Zealand,2002,445
New Zealand,2001,348
New Zealand,2000,381
New Zealand,1999,352
New Zealand,1998,346
New Zealand,1997,327
New Zealand,1996,291
New Zealand,1995,242
New Zealand,1994,347
New Zealand,1993,247
New Zealand,1992,285
New Zealand,1991,277
New Zealand,1990,280
Nicaragua,2014,292
Nicaragua,2013,301
Nicaragua,2012,234
Nicaragua,2011,355
Nicaragua,2010,372
Nicaragua,2009,395
Nicaragua,2008,346
Nicaragua,2007,395
Nicaragua,2006,404
Nicaragua,2005,378
Nicaragua,2004,427
Nicaragua,2003,400
Nicaragua,2002,410
Nicaragua,2001,475
Nicaragua,2000,407
Nicaragua,1999,427
Nicaragua,1998,449
Nicaragua,1997,355
Nicaragua,1996,250
Nicaragua,1995,184
Nicaragua,1994,255
Nicaragua,1993,223
Nicaragua,1992,252
Nicaragua,1991,247
Nicaragua,1990,297
Nigeria,2014,959
Nigeria,2013,1222
Nigeria,2012,1287
Nigeria,2011,1691
Nigeria,2010,1276
Nigeria,2009,770
Nigeria,2008,1702
Nigeria,2007,1138
Nigeria,2006,2385
Nigeria,2005,3295
Nigeria,2004,2155
Nigeria,2003,2058
Nigeria,2002,2914
Nigeria,2001,3066
Nigeria,2000,1601
Nigeria,1999,3084
Nigeria,1998,2419
Nigeria,1997,2610
Nigeria,1996,2323
Nigeria,1995,1936
Nigeria,1994,1247
Nigeria,1993,2468
Nigeria,1992,2561
Nigeria,1991,3157
Nigeria,1990,2930
Norway,2014,1688
Norway,2013,1668
Norway,2012,1591
Norway,2011,1747
Norway,2010,1870
Norway,2009,2009
Norway,2008,2359
Norway,2007,2066
Norway,2006,1957
Norway,2005,1610
Norway,2004,1845
Norway,2003,1702
Norway,2002,1503
Norway,2001,1647
Norway,2000,1703
Norway,1999,1897
Norway,1998,1868
Norway,1997,1768
Norway,1996,1628
Norway,1995,1607
Norway,1994,1589
Norway,1993,1463
Norway,1992,1541
Norway,1991,1452
Norway,1990,1129
Oman,2014,3039
Oman,2013,3065
Oman,2012,2867
Oman,2011,2933
Oman,2010,2698
Oman,2009,3760
Oman,2008,4080
Oman,2007,1979
Oman,2006,2244
Oman,2005,2319
Oman,2004,2139
Oman,2003,2298
Oman,2002,2209
Oman,2001,1771
Oman,2000,2235
Oman,1999,2199
Oman,1998,2245
Oman,1997,1914
Oman,1996,2128
Oman,1995,2101
Oman,1994,2055
Oman,1993,1314
Oman,1992,1345
Oman,1991,1823
Oman,1990,1687
Other Asia,2014,5880
Other Asia,2013,5812
Other Asia,2012,8828
Other Asia,2011,8287
Other Asia,2010,8699
Other Asia,2009,8315
Other Asia,2008,10108
Other Asia,2007,11137
Other Asia,2006,12302
Other Asia,2005,12920
Other Asia,2004,14800
Other Asia,2003,15408
Other Asia,2002,13223
Other Asia,2001,13999
Other Asia,2000,16006
Other Asia,1999,15420
Other Asia,1998,14361
Other Asia,1997,13177
Other Asia,1996,13165
Other Asia,1995,12315
Other Asia,1994,10049
Other Asia,1993,10505
Other Asia,1992,10053
Other Asia,1991,10420
Other Asia,1990,10172
Pakistan,2014,3064
Pakistan,2013,2926
Pakistan,2012,2653
Pakistan,2011,2174
Pakistan,2010,2434.976
Pakistan,2009,2497.063
Pakistan,2008,3093.115
Pakistan,2007,3324.062
Pakistan,2006,3193
Pakistan,2005,3358
Pakistan,2004,3132
Pakistan,2003,3058
Pakistan,2002,3063
Pakistan,2001,3152
Pakistan,2000,1991
Pakistan,1999,2017
Pakistan,1998,2014
Pakistan,1997,1794
Pakistan,1996,1916
Pakistan,1995,1722
Pakistan,1994,1878
Pakistan,1993,1797
Pakistan,1992,2015
Pakistan,1991,2094
Pakistan,1990,1730
Panama,2002,344
Panama,2001,902
Panama,2000,1187
Panama,1999,1284
Panama,1998,1278
Panama,1997,1176
Panama,1996,1122
Panama,1995,813
Panama,1994,691
Panama,1993,1014
Panama,1992,844
Panama,1991,592
Panama,1990,561
Papua New Guinea,2014,173.267327
Papua New Guinea,2013,177.2029703
Papua New Guinea,2012,138.8688119
Papua New Guinea,2011,120
Papua New Guinea,2010,115
Papua New Guinea,2009,94
Papua New Guinea,2008,120.483
Papua New Guinea,2007,72.29
Papua New Guinea,2006,105
Papua New Guinea,2005,140
Papua New Guinea,2004,100
Papua New Guinea,2003,0
Paraguay,2005,10.89
Paraguay,2004,20.31
Paraguay,2003,29.96
Paraguay,2002,34.48
Paraguay,2001,32.47
Paraguay,2000,40.09
Paraguay,1999,38.37
Paraguay,1998,41.67
Paraguay,1997,43
Paraguay,1996,49
Paraguay,1995,60
Paraguay,1994,71
Paraguay,1993,65
Paraguay,1992,78
Paraguay,1991,61
Paraguay,1990,50
Peru,2014,1735
Peru,2013,1694
Peru,2012,1716
Peru,2011,2414
Peru,2010,2429
Peru,2009,2338
Peru,2008,2825
Peru,2007,2693.3754
Peru,2006,2878
Peru,2005,2958
Peru,2004,3324
Peru,2003,3245
Peru,2002,3140
Peru,2001,3268
Peru,2000,3064.5
Peru,1999,2804.8
Peru,1998,3418.3
Peru,1997,2561
Peru,1996,2656
Peru,1995,2599
Peru,1994,3018
Peru,1993,3401
Peru,1992,3529
Peru,1991,3803
Peru,1990,3745
Philippines,2014,1716.6
Philippines,2013,1604.8
Philippines,2012,1733.6
Philippines,2011,1994.3
Philippines,2010,1948.6
Philippines,2009,1627.8
Philippines,2008,2413.172
Philippines,2007,3206.281
Philippines,2006,3057
Philippines,2005,3463
Philippines,2004,3537
Philippines,2003,3899
Philippines,2002,5169
Philippines,2001,4656
Philippines,2000,5067
Philippines,1999,5506
Philippines,1998,5612
Philippines,1997,5556
Philippines,1996,6406
Philippines,1995,6009
Philippines,1994,4091
Philippines,1993,3932
Philippines,1992,3800
Philippines,1991,3645
Philippines,1990,3992
Poland,2014,3659
Poland,2013,3408
Poland,2012,3430
Poland,2011,3391
Poland,2010,3123
Poland,2009,2599
Poland,2008,2758
Poland,2007,2831
Poland,2006,2824
Poland,2005,2537
Poland,2004,2754
Poland,2003,3253
Poland,2002,3325
Poland,2001,3424
Poland,2000,3558
Poland,1999,3654
Poland,1998,3705
Poland,1997,3458
Poland,1996,3467
Poland,1995,3452
Poland,1994,3259
Poland,1993,3340
Poland,1992,2983
Poland,1991,3480
Poland,1990,3631
Portugal,2014,2498
Portugal,2013,2461
Portugal,2012,2740
Portugal,2011,2534
Portugal,2010,2199
Portugal,2009,1976
Portugal,2008,2783
Portugal,2007,2622
Portugal,2006,2920
Portugal,2005,3062
Portugal,2004,2969
Portugal,2003,2388
Portugal,2002,2358
Portugal,2001,2703
Portugal,2000,3000
Portugal,1999,3141
Portugal,1998,3185
Portugal,1997,3023
Portugal,1996,3116
Portugal,1995,3765
Portugal,1994,3855
Portugal,1993,3807
Portugal,1992,4220
Portugal,1991,3438
Portugal,1990,3816
Qatar,2014,245
Qatar,2013,384
Qatar,2012,321
Qatar,2011,224
Qatar,2010,305
Qatar,2009,238
Qatar,2008,213
Qatar,2007,410
Qatar,2006,734
Qatar,2005,361
Qatar,2004,627
Qatar,2003,429
Qatar,2002,755
Qatar,2001,674
Qatar,2000,940
Qatar,1999,1014
Qatar,1998,983
Qatar,1997,899
Qatar,1996,1009
Qatar,1995,898
Qatar,1994,932
Qatar,1993,850
Qatar,1992,1016
Qatar,1991,943
Qatar,1990,1003
Republic of Moldova,2014,16
Republic of Moldova,2013,16
Republic of Moldova,2012,12
Republic of Moldova,2011,10
Republic of Moldova,2010,12
Republic of Moldova,2009,16
Republic of Moldova,2008,7
Republic of Moldova,2007,5
Republic of Moldova,2006,2
Republic of Moldova,2005,3
Republic of Moldova,2004,0
Republic of Moldova,2003,1
Romania,2014,321
Romania,2013,364
Romania,2012,562
Romania,2011,722
Romania,2010,764
Romania,2009,883
Romania,2008,1168
Romania,2007,1186
Romania,2006,1303
Romania,2005,1707
Romania,2004,1559
Romania,2003,1562
Romania,2002,1700
Romania,2001,1797
Romania,2000,1433
Romania,1999,1825
Romania,1998,1941
Romania,1997,2079
Romania,1996,2402
Romania,1995,2984
Romania,1994,3376
Romania,1993,3711
Romania,1992,3855
Romania,1991,5239
Romania,1990,8384
Russian Federation,2014,82109
Russian Federation,2013,77993
Russian Federation,2012,75072
Russian Federation,2011,73640
Russian Federation,2010,74998
Russian Federation,2009,69573
Russian Federation,2008,69105
Russian Federation,2007,67690
Russian Federation,2006,65189
Russian Federation,2005,62365
Russian Federation,2004,57981
Russian Federation,2003,56377
Russian Federation,2002,58896
Russian Federation,2001,55575
Russian Federation,2000,53347
Russian Federation,1999,55516
Russian Federation,1998,57784
Russian Federation,1997,62155
Russian Federation,1996,63520
Russian Federation,1995,64480
Russian Federation,1994,69544
Russian Federation,1993,82095
Russian Federation,1992,89262
Saudi Arabia,2014,26378
Saudi Arabia,2013,24955
Saudi Arabia,2012,25282
Saudi Arabia,2011,22849
Saudi Arabia,2010,24411
Saudi Arabia,2009,27269
Saudi Arabia,2008,26183
Saudi Arabia,2007,26184
Saudi Arabia,2006,27177
Saudi Arabia,2005,26722
Saudi Arabia,2004,25944
Saudi Arabia,2003,25432
Saudi Arabia,2002,23676
Saudi Arabia,2001,25455
Saudi Arabia,2000,24616
Saudi Arabia,1999,24629
Saudi Arabia,1998,26495
Saudi Arabia,1997,24834
Saudi Arabia,1996,27114
Saudi Arabia,1995,23889
Saudi Arabia,1994,23440
Saudi Arabia,1993,25758
Saudi Arabia,1992,25884
Saudi Arabia,1991,22799
Saudi Arabia,1990,27768
Senegal,2014,179
Senegal,2013,171
Senegal,2012,205
Senegal,2011,175
Senegal,2010,131
Senegal,2009,191
Senegal,2008,243
Senegal,2007,188
Senegal,2006,100
Senegal,2005,279
Senegal,2004,327
Senegal,2003,316
Senegal,2002,255
Senegal,2001,231
Senegal,2000,237
Senegal,1999,227
Senegal,1998,229
Senegal,1997,251
Senegal,1996,227
Senegal,1995,226
Senegal,1994,226
Senegal,1993,225
Senegal,1992,224
Senegal,1991,221
Senegal,1990,218
Serbia,2014,366
Serbia,2013,395
Serbia,2012,472
Serbia,2011,542
Serbia,2010,691
Serbia,2009,626
Serbia,2008,572
Serbia,2007,796
Serbia,2006,674
Serbia,2005,801
Serbia and Montenegro,2004,853
Serbia and Montenegro,2003,919
Serbia and Montenegro,2002,839
Serbia and Montenegro,2001,691
Serbia and Montenegro,2000,341
Serbia and Montenegro,1999,325
Serbia and Montenegro,1998,608
Serbia and Montenegro,1997,959
Serbia and Montenegro,1996,563
Serbia and Montenegro,1995,365
Serbia and Montenegro,1994,347
Serbia and Montenegro,1993,465
Serbia and Montenegro,1992,500
Sierra Leone,1991,50
Sierra Leone,1990,48
Singapore,2014,2528
Singapore,2013,5445
Singapore,2012,4925
Singapore,2011,7017
Singapore,2010,6866
Singapore,2009,4800
Singapore,2008,8097
Singapore,2007,9814
Singapore,2006,10280
Singapore,2005,11104
Singapore,2004,10514
Singapore,2003,8864
Singapore,2002,8086
Singapore,2001,8163
Singapore,2000,8494
Singapore,1999,7760
Singapore,1998,12136
Singapore,1997,11699
Singapore,1996,11802
Singapore,1995,12011
Singapore,1994,13846
Singapore,1993,15249
Singapore,1992,13040
Singapore,1991,12940
Singapore,1990,12200
Slovakia,2014,489
Slovakia,2013,677
Slovakia,2012,616
Slovakia,2011,638
Slovakia,2010,692
Slovakia,2009,630
Slovakia,2008,512
Slovakia,2007,544
Slovakia,2006,654
Slovakia,2005,543
Slovakia,2004,585
Slovakia,2003,635
Slovakia,2002,675
Slovakia,2001,771
Slovakia,2000,507
Slovakia,1999,1129
Slovakia,1998,1153
Slovakia,1997,1042
Slovakia,1996,1064
Slovakia,1995,984
Slovakia,1994,1246
Slovakia,1993,1247
Slovakia,1992,1106
Slovenia,2000,42
Slovenia,1999,65
Slovenia,1998,78
Slovenia,1997,173
Slovenia,1996,121
Slovenia,1995,174
Slovenia,1994,92
Slovenia,1993,114
Slovenia,1992,106
Somalia,2007,0
Somalia,2006,25
Somalia,2005,25
Somalia,2004,25
Somalia,2003,20
Somalia,2002,20
Somalia,2001,20
Somalia,2000,8
Somalia,1999,5
Somalia,1998,6
Somalia,1997,7
Somalia,1996,8
Somalia,1995,9
Somalia,1994,10
Somalia,1993,11
Somalia,1992,12
Somalia,1991,13
Somalia,1990,14
South Africa,2014,3124
South Africa,2013,3355
South Africa,2012,3644
South Africa,2011,3060
South Africa,2010,3002
South Africa,2009,3692
South Africa,2008,3965
South Africa,2007,3465
South Africa,2006,4141
South Africa,2005,5046
South Africa,2004,4197
South Africa,2003,5162
South Africa,2002,8026
South Africa,2001,5131
South Africa,2000,5338
South Africa,1999,5349
South Africa,1998,3414
South Africa,1997,5165
South Africa,1996,3651
South Africa,1995,3589
South Africa,1994,3633
South Africa,1993,3014
South Africa,1992,2368
South Africa,1991,1878
South Africa,1990,1983
Spain,2014,4482
Spain,2013,5296
Spain,2012,6536
Spain,2011,7927
Spain,2010,8334
Spain,2009,9147
Spain,2008,9638
Spain,2007,9340
Spain,2006,9245
Spain,2005,9019
Spain,2004,9125
Spain,2003,10130
Spain,2002,12122
Spain,2001,11784
Spain,2000,13080
Spain,1999,14126
Spain,1998,15058
Spain,1997,13623
Spain,1996,12546
Spain,1995,13815
Spain,1994,14252
Spain,1993,14828
Spain,1992,16953
Spain,1991,15989
Spain,1990,14980
Sri Lanka,2014,641.21
Sri Lanka,2013,723.78
Sri Lanka,2012,648
Sri Lanka,2011,615
Sri Lanka,2010,686
Sri Lanka,2009,781
Sri Lanka,2008,732
Sri Lanka,2007,772
Sri Lanka,2006,766
Sri Lanka,2005,699
Sri Lanka,2004,786
Sri Lanka,2003,713
Sri Lanka,2002,774
Sri Lanka,2001,687
Sri Lanka,2000,736
Sri Lanka,1999,654
Sri Lanka,1998,742
Sri Lanka,1997,690
Sri Lanka,1996,775
Sri Lanka,1995,602
Sri Lanka,1994,657
Sri Lanka,1993,580
Sri Lanka,1992,498
Sri Lanka,1991,617
Sri Lanka,1990,605
Sudan,2014,403
Sudan,2013,253
Sudan,2012,398
Sudan (former),2011,629
Sudan (former),2010,675
Sudan (former),2009,817
Sudan (former),2008,718
Sudan (former),2007,661
Sudan (former),2006,562
Sudan (former),2005,411
Sudan (former),2004,422
Sudan (former),2003,328
Sudan (former),2002,290
Sudan (former),2001,249
Sudan (former),2000,305
Sudan (former),1999,249
Sudan (former),1998,331
Sudan (former),1997,462
Sudan (former),1996,288
Sudan (former),1995,308
Sudan (former),1994,280
Sudan (former),1993,130
Sudan (former),1992,280
Sudan (former),1991,314
Sudan (former),1990,304
Suriname,2014,961
Suriname,2013,928.9
Suriname,2012,865.1
Suriname,2011,843.1
Suriname,2010,778.8
Suriname,2009,820.3
Suriname,2008,833.7
Suriname,2007,763.2
Suriname,2006,672.6
Suriname,2005,605.1
Suriname,2004,572.5
Suriname,2003,600.7
Suriname,2002,630.6
Suriname,2001,314
Suriname,2000,258
Suriname,1999,0
Suriname,1998,0
Suriname,1997,0
Sweden,2014,3161
Sweden,2013,4124
Sweden,2012,5099
Sweden,2011,4970
Sweden,2010,5153
Sweden,2009,4426
Sweden,2008,4636
Sweden,2007,4246
Sweden,2006,5226
Sweden,2005,5576
Sweden,2004,5450
Sweden,2003,5170
Sweden,2002,5069
Sweden,2001,5919
Sweden,2000,6403
Sweden,1999,5673
Sweden,1998,5959
Sweden,1997,6230
Sweden,1996,5824
Sweden,1995,5477
Sweden,1994,5725
Sweden,1993,5975
Sweden,1992,5689
Sweden,1991,5307
Sweden,1990,5070
Switzerland,2014,394
Switzerland,2013,365
Switzerland,2012,275
Switzerland,2011,344
Switzerland,2010,377
Switzerland,2009,383
Switzerland,2008,596
Switzerland,2007,587
Switzerland,2006,583
Switzerland,2005,611
Switzerland,2004,701
Switzerland,2003,759
Switzerland,2002,743
Switzerland,2001,775
Switzerland,2000,754
Switzerland,1999,795
Switzerland,1998,709
